Contig	T0.R.Dry.soil.A	T0.R.Dry.soil.B	T0.R.Dry.soil.C	T1.R.H218O.A	T1.R.H218O.B	T1.R.H218O.C	T1.R.H218O.P.A	T1.R.H218O.P.B	T1.R.H218O.P.C	T1.R.H2O.A	T1.R.H2O.B	T1.R.H2O.C	T1.R.H2O.P.A	T1.R.H2O.P.B	T1.R.H2O.P.C	T2.R.H218O.A	T2.R.H218O.B	T2.R.H218O.C	T2.R.H218O.P.A	T2.R.H218O.P.B	T2.R.H218O.P.C	T2.R.H2O.A	T2.R.H2O.B	T2.R.H2O.C	T2.R.H2O.P.A	T2.R.H2O.P.B	T2.R.H2O.P.C	T3.R.H218O.A	T3.R.H218O.B	T3.R.H218O.C	T3.R.H218O.P.A	T3.R.H218O.P.B	T3.R.H218O.P.C	T3.R.H2O.A	T3.R.H2O.B	T3.R.H2O.C	T3.R.H2O.P.A	T3.R.H2O.P.B	T3.R.H2O.P.C	Class	Order	host	Phylum
T0-R-Dry-soil-A_NODE_666_length_1430_cov_12.350258	1819.9291	0	0	0	0	0	0	0	137.06877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.98123	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_687_length_1421_cov_2.052593	253.58614	0	0	0	178.03923	274.51147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_695_length_1415_cov_3.031994	417.3618	188.63426	374.28973	0	218.52623	267.79904	0	0	0	141.65123	247.14764	912.35046	0	79.75145	0	160.43445	126.5265	0	0	0	0	663.5896	296.28784	150.23969	0	100.92937	0	115.02378	196.57745	103.99069	0	0	0	217.10057	191.12918	251.0401	0	0	0	Amabiliviricetes	Wolframvirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_777_length_1369_cov_2.466102	292.46484	547.78015	575.5816	89.86593	0	162.822	147.4417	218.35124	227.39766	0	0	203.39355	0	187.3436	136.84601	221.10031	138.95155	0	150.07399	104.831436	112.24036	171.47176	0	239.9904	118.58464	143.441	267.9244	126.81463	175.47595	0	201.32576	245.73438	75.50718	106.29256	190.49594	210.05147	74.161865	142.72089	0	Chunqiuviricetes	Muvirales	Invertebrates	Negarnaviricota
T0-R-Dry-soil-A_NODE_790_length_1363_cov_12.337461	1806.5765	279.7584	0	0	164.99144	220.77731	0	0	126.888145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_796_length_1361_cov_27.406202	3162.4775	2082.5933	1243.3507	705.0744	950.09503	0	427.81256	1325.3818	381.22382	147.27148	431.68216	418.47772	588.5291	150.75584	394.99677	1927.4663	1430.5698	989.6389	335.4581	284.70862	205.2729	785.74084	0	113.60051	447.30634	0	103.30807	0	232.24657	439.67456	413.4562	781.0851	182.28241	207.89485	0	236.14337	249.61569	253.99046	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_840_length_1338_cov_2.977901	471.30444	1196.9393	540.64526	110.337616	0	0	0	0	0	0	0	0	0	0	0	0	108.71894	0	341.22455	0	0	0	0	0	0	0	0	194.62918	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_892_length_1316_cov_9.011245	1277.8224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_893_length_1316_cov_8.650602	1315.8529	193.1665	343.55215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_896_length_1314_cov_9.217216	1066.4729	0	0	74.90195	0	0	224.51155	0	342.2117	0	0	0	0	0	86.78415	0	0	0	0	868.2939	0	0	0	110.30986	88.24873	0	0	0	144.33224	410.60757	0	0	0	0	0	102.985214	0	110.56789	164.79243	Alsuviricetes	Tymovirales	Fungi	Kitrinoviricota
T0-R-Dry-soil-A_NODE_907_length_1310_cov_3.267151	1459.4164	1950.2148	1321.3383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.92073	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_928_length_1303_cov_5.022727	706.74146	0	148.70561	100.712364	0	213.83664	0	387.62592	159.27724	0	118.0922	0	0	0	0	154.86638	266.21667	664.5152	0	126.662605	91.12431	0	153.56506	0	0	0	0	83.2738	0	0	220.33685	0	0	0	0	0	65.93091	0	249.27542	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_930_length_1302_cov_1.845654	246.01189	0	0	195.28008	0	0	0	0	123.97745	0	0	77.76728	160.98647	181.22543	93.84001	0	128.91345	0	0	82.669495	0	0	0	126.17006	71.249664	150.82237	0	0	0	0	88.20243	227.37415	146.87653	211.10655	237.39107	123.42209	0	73.108696	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_935_length_1301_cov_2.592683	346.22012	302.86017	109.21842	0	0	0	0	47.53736	0	0	0	165.38249	0	141.9376	0	0	0	0	0	182.01266	96.63289	0	0	0	53.478325	0	0	0	0	0	0	0	0	0	103.93842	0	0	0	0	Kitrinoviricota	Kitrinoviricota	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_1040_length_1257_cov_1.687184	342.41302	0	0	0	0	0	0	73.80203	0	0	0	0	0	0	129.59924	0	0	0	0	0	0	145.25006	0	0	138.3757	163.32272	0	0	0	62.433018	63.952026	0	0	0	215.15337	168.21124	46.597946	95.65383	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1060_length_1251_cov_9.400000	1328.2136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.61216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.093834	0	Lenarviricota	Lenarviricota	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1075_length_1247_cov_6.006803	931.12646	0	0	0	0	0	105.83587	314.10748	92.46113	0	583.324	0	0	0	0	0	0	270.02777	0	0	56.00971	0	0	0	0	0	0	0	0	0	138.13902	237.40266	0	97.243065	247.86142	373.03235	43.840183	0	0	Duplopiviricetes	Durnavirales	Bacteria	Pisuviricota
T0-R-Dry-soil-A_NODE_1086_length_1245_cov_5.976150	948.70197	0	487.65088	0	214.49718	259.60626	99.77025	182.14383	0	0	0	0	0	0	0	273.51178	395.45886	0	0	0	0	0	0	186.27745	0	0	0	209.16774	0	992.7978	0	0	49.81654	0	93.09734	135.86604	75.27533	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1136_length_1230_cov_2.391717	528.9631	0	567.1124	140.0301	628.4849	217.46666	119.92202	0	131.23466	135.79709	136.47374	226.3787	0	216.85553	225.15497	194.81845	181.94614	0	139.19466	198.353	249.84886	180.24672	201.4122	235.68642	193.26472	224.96275	283.29196	114.680885	318.6574	350.91928	121.375145	0	189.09021	374.63086	259.13986	178.77982	111.11526	146.63033	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_1148_length_1225_cov_69.240035	8824.798	3756.04	1497.3824	2658.0408	1330.9421	418.51233	1292.8391	269.26196	498.84476	5099.541	2774.873	6033.8525	1099.9646	1097.078	359.05865	813.3409	3388.8765	3219.991	447.24094	697.06915	684.1872	16299.064	2940.1758	2098.2825	478.0344	3657.8142	504.02234	3179.8835	1971.3545	1457.4542	454.67093	1625.7546	270.02597	3972.7773	3619.1116	25690.578	1756.4116	858.8348	1818.1554	Kitrinoviricota	Kitrinoviricota	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_1171_length_1218_cov_2.184830	295.8505	166.96692	0	67.33796	0	0	101.9819	0	0	0	137.8183	166.2611	0	168.45543	0	610.9228	0	0	112.45283	0	0	0	93.87534	0	95.2043	87.940315	130.49399	0	0	0	0	0	84.86808	265.48898	126.88144	97.21449	96.17999	0	0	Lenarviricota	Lenarviricota	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1255_length_1192_cov_2.488849	369.4822	0	0	0	0	0	0	0	0	233.54366	293.38416	297.30328	0	0	0	0	0	0	0	0	0	382.92642	559.55054	202.66658	0	389.3867	0	0	0	0	0	0	0	379.79178	113.442856	262.52808	58.96672	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1429_length_1146_cov_3.718140	524.06335	266.18546	90.17494	157.45096	367.93744	0	54.194572	341.7906	0	0	317.3669	607.4296	130.64345	340.17413	0	0	136.69775	650.6148	0	0	688.6897	0	0	691.4291	0	225.8746	85.34928	132.55504	154.45816	256.80075	0	563.61945	0	70.54223	665.837	708.4951	40.889084	61.202595	0	Lenarviricota	Lenarviricota	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1432_length_1145_cov_3.283054	472.0689	0	0	0	0	0	0	0	221.53525	534.88635	0	0	0	0	99.59334	0	0	0	0	0	0	0	0	0	0	0	0	758.11884	0	0	0	0	0	240.05305	168.71352	0	102.312	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1543_length_1122_cov_3.838249	419.29733	0	0	0	0	0	249.09215	0	0	803.8897	860.2589	518.8991	0	164.58185	0	0	119.675804	0	590.02655	0	0	488.18002	942.6439	620.0947	113.685135	79.55385	0	0	0	0	92.117294	0	0	1073.5621	826.4256	542.73755	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1645_length_1100_cov_4.983479	764.3701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Monjiviricetes	Mononegavirales	Eukaryotes	Negarnaviricota
T0-R-Dry-soil-A_NODE_1692_length_1092_cov_9.311459	980.795	512.139	1088.2926	480.68945	1029.6857	561.34076	156.40495	434.2065	0	1794.7104	230.58061	509.97397	0	150.31407	164.09972	993.24725	830.0043	704.8135	146.33284	538.8355	1157.6725	501.59152	0	840.658	84.95153	0	246.31711	695.5498	532.6018	413.23285	899.15594	418.9726	0	244.30092	0	340.7849	203.8276	0	0	Tolucaviricetes	Tolivirales	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_1700_length_1091_cov_1.897059	284.41605	0	0	0	0	122.5866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.21095	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_1728_length_1086_cov_3.022660	396.32892	0	594.73114	1412.274	1009.49005	882.5822	664.8192	2420.3127	1911.0336	205.0711	360.6626	524.4458	392.90482	472.3267	1282.5492	3902.0337	1895.8588	1151.6497	1460.9031	1744.3718	816.77734	2245.615	1552.9626	2482.52	2770.8396	1019.1683	1086.4055	669.41864	826.6011	1526.5692	3093.0547	3791.5867	718.6358	424.30566	177.87936	155.75803	4167.392	3441.4023	1110.8856	Alsuviricetes	Tymovirales	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_1767_length_1079_cov_4.740079	667.92566	0	0	0	534.0719	0	0	152.84796	245.7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.61357	345.47913	0	0	0	0	0	0	0	0	114.67616	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1772_length_1078_cov_6.886792	1049.2448	707.441	1162.3408	266.29102	0	258.4686	158.43617	267.73206	128.3477	258.2412	337.38635	164.37177	90.27487	342.59894	120.89518	116.9938	134.94057	0	243.5261	0	168.45517	399.22592	229.8117	143.42328	188.24486	149.04169	0	372.4224	0	0	74.57115	0	33.56147	134.98563	0	109.83975	36.223633	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1871_length_1064_cov_4.785498	762.0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.06471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_1886_length_1062_cov_4.647830	640.91656	0	936.58386	0	0	0	219.3043	252.35384	0	0	0	95.34181	0	0	0	0	0	0	0	0	0	0	0	345.76218	0	0	0	0	0	184.74178	0	0	0	0	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_1905_length_1060_cov_3.449949	311.6199	0	0	874.33887	437.5678	2123.8901	644.5064	1050.2169	380.70435	1113.5361	1425.2493	1229.8419	635.5927	832.3288	906.7423	1082.7224	422.25235	1089.1364	495.32288	595.7195	632.5504	639.76575	512.3734	711.06146	404.76196	665.2353	138.41077	0	524.8247	620.0527	817.9611	1142.5258	195.03645	213.5433	328.0364	311.17807	261.55515	609.69165	2320.042	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_2069_length_1039_cov_4.883264	712.90765	195.73215	696.2304	205.24142	216.44211	0	119.55145	0	155.35962	85.73907	0	243.6309	0	118.48627	0	0	215.3934	0	219.71053	179.56544	107.55589	225.93344	146.73105	0	0	103.09076	0	0	0	169.94821	0	77.70788	0	451.28015	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_2128_length_1030_cov_3.635036	417.8769	172.76213	250.82642	0	136.45834	0	97.984314	170.12683	0	108.110306	0	0	123.5532	129.4817	0	0	108.63775	0	0	125.40079	0	0	0	84.43523	0	0	83.09125	305.50168	0	0	78.04631	0	0	204.06566	168.79543	0	132.69104	107.00692	180.19743	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_2141_length_1028_cov_3.316614	243.42435	395.6531	691.11456	255.3078	437.5162	325.24805	422.90744	300.80792	213.10132	617.4276	244.9358	295.48544	364.09875	498.97546	459.56042	318.9788	206.8133	350.9498	255.37074	0	183.4427	380.58502	231.72049	281.99835	214.3208	191.02211	243.81209	0	172.18779	200.39452	178.73863	0	211.16302	251.64636	206.70691	362.00107	136.74773	77.97462	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_2265_length_1010_cov_3.122471	455.8832	402.70435	0	0	0	66.20891	61.492058	61.23377	0	187.42686	0	0	0	0	0	149.84473	88.63119	142.88174	316.42667	269.9773	0	0	0	0	0	53.025394	0	0	0	145.68993	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_2375_length_997_cov_2.442765	301.19186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.4988	0	144.74478	0	0	0	0	229.36842	0	0	0	0	0	0	0	0	0	0	1848.7301	96.87913	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_2447_length_989_cov_3.835512	465.56323	0	156.7348	348.3054	483.19223	326.80466	533.78094	312.66992	233.16284	450.3685	763.78375	358.32712	295.19608	321.5642	247.07724	777.8845	362.05258	437.7469	692.4547	507.8866	211.86282	580.203	751.47723	742.56714	316.57114	342.95834	309.05673	307.1953	754.2637	396.75583	928.9348	380.97028	229.94188	474.09515	683.6395	803.8626	284.28043	344.46017	437.89133	Duplopiviricetes	Durnavirales	Bacteria	Pisuviricota
T0-R-Dry-soil-A_NODE_2462_length_987_cov_1.512009	202.82895	103.02214	680.56036	0	0	0	62.925007	0	140.1812	0	0	730.92975	91.013626	83.152466	0	0	102.03362	0	0	130.86404	0	211.41043	115.84617	137.06586	93.98892	72.34806	61.936596	0	179.34047	0	0	0	31.419249	0	117.43282	0	71.21412	86.28954	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_2486_length_984_cov_8.230011	1332.5801	555.43225	682.6353	216.71326	0	226.52777	157.79213	188.55519	0	746.884	540.20856	128.62425	121.72147	458.7329	124.16635	0	227.43268	293.31415	0	0	156.15553	185.5481	242.08199	157.12428	117.844345	362.84317	74.550514	463.13434	282.67996	0	81.69482	164.10262	52.525066	279.33002	78.52724	223.47478	0	0	471.55328	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_2515_length_981_cov_7.613187	1091.7717	155.47836	737.39386	1830.9746	4298.2285	1795.042	3236.7168	7943.537	13610.222	272.42474	712.97437	1186.9618	877.5485	1129.4241	2939.287	14026.112	5634.7666	2402.724	2699.3264	2523.5684	1950.7938	5384.056	1243.2501	1664.7004	2435.0173	2693.2505	2081.3347	1990.9315	3273.6494	4929.8936	5718.566	5130.1724	1269.7252	609.8128	196.91844	181.05084	11248.999	4672.814	2112.7124	Magsaviricetes	Nodamuvirales	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_2607_length_973_cov_1.803769	236.60947	156.75671	0	0	0	0	989.3712	0	0	0	0	0	0	0	0	129.61902	471.50793	0	0	81.12315	0	160.83923	0	119.17545	0	0	0	144.97173	0	0	200.64467	0	0	0	0	86.923546	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_2842_length_948_cov_4.624857	665.19556	898.3058	817.5671	631.57043	1037.8319	869.9813	1596.8961	1413.501	1824.3516	681.27734	442.67587	574.08746	726.47687	1861.3259	1194.3022	1476.7134	873.4566	1826.7157	1420.7252	1142.9668	2608.1028	715.35	562.8559	937.7734	330.2625	621.42633	1979.6777	3651.196	1440.3993	538.08966	775.28827	1703.3436	365.2819	341.10294	1181.8845	446.07916	346.00446	1088.6425	1403.1198	Duplopiviricetes	Durnavirales	NA	Pisuviricota
T0-R-Dry-soil-A_NODE_3038_length_933_cov_2.017401	300.39557	340.5776	470.73636	492.28162	0	0	133.13393	154.6705	0	95.48006	0	813.93097	208.60945	153.93901	384.13052	0	179.89851	0	171.27058	307.64038	74.85971	0	163.40144	124.28479	0	143.50389	190.0119	0	162.6174	147.19939	184.62953	0	0	51.988037	144.93451	163.1703	192.52493	0	696.2613	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_3093_length_927_cov_3.346963	367.12695	0	0	0	0	0	0	0	0	0	181.08165	0	0	99.60131	0	0	0	0	0	77.4079	0	168.82047	400.86896	0	0	0	125.296326	0	0	0	0	0	78.05666	0	145.87259	0	33.69931	151.32292	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3113_length_925_cov_6.730679	844.05347	274.8185	698.24646	860.0768	364.6757	373.51367	0	245.15573	299.15424	216.6881	0	410.48517	178.04233	0	211.33783	0	326.61792	676.04944	333.1643	504.2392	90.608574	0	0	146.25298	62.68045	154.39467	79.305626	0	314.37903	0	173.81123	203.66466	0	0	104.42	146.29468	215.29762	81.24113	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3405_length_903_cov_4.700721	642.92065	0	143.0516	108.99354	0	0	223.5301	365.27786	0	0	232.36807	434.5021	116.060005	90.88758	198.44615	0	99.133446	319.62473	164.3206	127.144394	0	303.2879	390.41953	74.90808	205.46417	0	40.618885	0	252.02997	130.36264	44.51146	0	57.236614	0	406.46323	168.59125	51.892464	99.8645	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3406_length_903_cov_4.405048	764.85394	731.93634	1187.3284	145.32472	0	320.90176	214.93279	365.27786	140.45287	0	61.964817	0	0	90.88758	162.36502	405.03433	408.92545	479.43704	252.80092	238.39574	216.57088	649.9027	791.39087	342.43698	436.6113	158.15622	162.47554	96.12914	280.0333	130.36264	139.89316	357.6456	137.36787	125.3355	213.92801	711.8298	121.08241	122.05662	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3413_length_903_cov_1.741587	221.69676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3444_length_900_cov_4.422195	622.8201	1158.0547	574.1138	0	0	99.06814	0	0	0	173.21674	0	0	216.25847	0	0	0	0	0	0	0	0	0	0	257.6838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3485_length_897_cov_4.664649	669.5391	198.37791	345.62033	0	62.676517	74.5496	242.33493	252.80833	102.830795	0	0	112.87961	0	0	0	168.72148	324.33875	0	0	47.99807	0	0	0	193.90921	0	0	81.78116	435.4746	0	3477.7175	76.815765	180.01892	57.619465	0	279.96664	0	0	33.51083	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3579_length_889_cov_5.161369	776.89886	171.56837	0	0	0	238.19817	139.72324	0	0	0	0	0	0	0	0	0	0	0	0	113.00333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_3784_length_876_cov_2.459627	297.08884	145.0954	191.69894	524.31366	850.37225	737.92194	762.1576	800.13983	1131.9312	2300.7993	5317.5684	968.02954	119.6372	234.22227	520.7049	1799.6477	1136.8518	1894.488	416.94836	663.50757	605.9534	3617.643	1033.3253	5305.904	503.0178	978.18536	1256.1251	3777.8833	2756.7456	615.9114	452.27914	721.97656	448.40573	3442.2195	4145.8076	1660.6367	704.3098	1069.4584	2436.574	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_4108_length_857_cov_3.361323	560.6316	0	211.02199	0	196.80573	0	72.47022	0	0	181.90788	0	88.61115	0	0	104.548935	0	0	0	0	0	0	0	0	124.031006	0	0	0	0	0	0	0	0	0	0	236.68126	59.213497	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_4307_length_845_cov_3.121447	284.29657	315.87866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.3602	0	0	0	0	0	0	0	0	0	0	0	0	197.35667	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_4475_length_836_cov_2.013072	287.3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558.18353	0	0	150.1837	0	0	0	136.77052	0	0	0	0	0	0	0	144.2363	0	0	0	0	0	0	0	0	Alsuviricetes	Martellivirales	NA	Kitrinoviricota
T0-R-Dry-soil-A_NODE_4534_length_833_cov_2.140420	252.3431	0	0	118.15265	0	133.7955	0	247.48341	0	0	117.550896	0	0	0	0	0	134.32999	0	109.61788	0	0	0	137.26309	92.8033	55.682518	0	73.38706	104.20722	0	0	117.18323	48.46248	0	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_4632_length_827_cov_2.981481	399.41608	338.12317	374.8748	0	0	107.81297	0	74.78368	0	134.64766	270.63715	168.34691	108.62206	99.240005	0	0	0	0	0	0	0	78.84752	0	46.738297	0	0	0	0	0	106.75706	0	0	43.747597	78.20208	0	143.17685	0	0	0	Ellioviricetes	Bunyavirales	Eukaryotes	Negarnaviricota
T0-R-Dry-soil-A_NODE_4925_length_813_cov_2.849057	332.42245	297.044	0	645.64923	1555.9271	520.93024	2081.6917	1191.7864	694.9142	835.49457	653.8317	1027.4751	488.00876	252.37234	290.5462	4250.515	798.2803	3313.4036	1151.2238	282.4388	257.72736	2710.9387	1406.3982	618.0608	285.2616	1141.8177	285.7311	240.23416	7838.0396	1930.5856	183.6303	12165.394	979.0206	1004.3028	451.45914	332.89685	86.45551	899.68134	190.24535	Tolucaviricetes	Tolivirales	Fungi	Kitrinoviricota
T0-R-Dry-soil-A_NODE_5038_length_809_cov_0.913279	111.355354	0	0	344.69708	0	0	0	0	0	0	345.8234	250.31647	0	0	0	124.716255	0	0	141.08728	0	25.900164	161.2037	0	167.22374	0	0	0	120.71098	187.5427	109.13237	0	0	0	209.84787	274.60266	376.36066	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_5292_length_798_cov_3.627235	777.68896	222.98871	0	102.778984	0	0	0	116.252075	57.794003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_5324_length_797_cov_2.465565	200.94572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.879208	0	0	0	0	0	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_5503_length_790_cov_1.828929	392.78217	0	392.4322	0	231.28824	324.47952	0	0	0	225.5263	0	0	0	181.80391	0	223.50256	0	395.78845	0	254.32901	0	247.62115	229.16278	0	0	0	0	0	0	0	36.341637	0	0	0	0	0	29.657526	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_6330_length_761_cov_1.423188	131.53232	317.34137	0	86.22091	0	146.45421	469.27087	0	0	131.69283	0	0	118.04263	0	256.8824	0	0	0	0	0	91.77937	205.64594	0	0	0	187.66763	56.231266	0	0	128.90654	0	0	0	84.98439	114.2308	0	0	0	0	Leviviricetes	Levivirales	Bacteria	Lenarviricota
T0-R-Dry-soil-A_NODE_6401_length_758_cov_2.094614	330.13223	670.7312	119.29144	43.281075	0	0	0	67.99264	0	0	0	0	0	0	0	0	59.048485	0	0	56.79983	0	120.434906	0	0	0	0	0	0	0	0	83.326866	0	0	0	0	0	0	0	0	Miaviricetes	Ourlivirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_6490_length_755_cov_10.204678	1537.9003	1195.2786	1471.4043	173.8122	446.78812	649.5196	390.7393	436.88196	366.51346	1061.9152	1204.313	905.2422	277.62167	869.6316	215.76987	1119.2045	1289.4077	987.5557	604.7132	494.22116	249.77365	1243.6813	1590.1611	1113.5012	921.52716	1406.8702	550.58765	1178.4733	1239.2307	467.75146	1003.89557	855.5072	595.5716	631.7407	2328.3584	1478.6903	418.9371	703.3724	0	Howeltoviricetes	Cryppavirales	NA	Lenarviricota
T0-R-Dry-soil-A_NODE_6948_length_741_cov_2.897015	324.19788	0	69.730415	0	303.48627	827.23895	157.15329	0	124.47938	150.27478	415.31482	580.73584	707.16724	595.3229	263.8158	323.38284	0	1233.4236	0	174.30878	197.93877	140.79762	282.8929	573.78986	195.61208	457.7406	65.99883	2093.971	341.25516	1006.13214	278.9625	472.15485	0	916.42065	208.55815	707.65857	194.9819	987.0998	0	Amabiliviricetes	Wolframvirales	NA	Lenarviricota
